selected_skills_count,total_questions,total_correct,accuracy_pct,avg_time_sec,overall_score,math_score,logic_score,aptitude_score,problem_score,target_score
4,20,15,75.0,33.81,73.75,35.0,76.4,73.4,80.25,74.6
4,20,15,75.0,33.7,74.0,74.0,78.2,87.0,68.85,74.8
4,20,15,75.0,26.15,73.0,95.0,64.6,72.7,80.05,74.0
4,20,14,70.0,28.06,68.75,60.0,70.0,78.3,71.85,70.6
4,20,11,55.0,41.8,56.0,28.0,50.8,68.3,49.85,57.8
4,20,13,65.0,41.54,63.25,84.0,56.8,69.3,55.85,66.2
4,20,17,85.0,30.85,87.0,79.0,94.8,92.9,84.8,87.6
4,20,15,75.0,34.26,72.75,76.0,77.8,71.6,78.95,73.8
4,20,11,55.0,42.14,55.25,27.0,56.6,57.4,59.0,57.2
4,20,14,70.0,38.72,69.5,75.0,71.2,73.8,66.35,71.2
4,20,11,55.0,36.8,56.0,58.0,57.6,55.9,62.45,56.2
4,20,13,65.0,37.41,65.75,77.0,66.2,66.5,68.85,69.4
4,20,16,80.0,22.72,80.62,78.0,85.2,79.15,93.17,74.8
4,20,12,60.0,38.99,62.25,79.0,44.8,42.9,76.1,68.2
4,20,14,70.0,34.94,71.25,64.0,68.8,70.8,75.2,67.0
4,20,14,70.0,38.95,69.0,94.0,50.6,54.9,74.1,70.8
4,20,16,80.0,30.44,81.25,87.0,78.0,72.4,91.15,83.0
4,20,13,65.0,38.42,63.5,70.0,58.2,70.2,60.45,66.4
4,20,13,65.0,30.54,63.25,32.0,88.6,73.8,73.15,66.2
4,20,14,70.0,34.94,71.25,51.0,76.6,88.4,63.9,72.6
4,20,10,50.0,44.61,49.75,58.0,35.8,43.5,54.5,49.8
4,20,16,80.0,23.9,78.0,65.0,90.8,87.6,84.45,78.0
4,20,13,65.0,29.86,64.75,35.0,78.6,65.2,79.4,67.4
4,20,17,85.0,29.76,82.75,83.0,80.8,83.5,85.6,84.2
4,20,15,75.0,32.8,76.0,77.0,70.8,69.4,83.75,76.4
4,20,15,75.0,32.8,76.0,88.0,58.8,68.3,80.85,76.4
4,20,12,60.0,39.21,61.75,63.0,53.8,73.5,54.15,62.4
4,20,14,70.0,29.38,72.5,60.0,69.6,71.2,79.2,73.6
4,20,11,55.0,34.47,54.5,39.0,45.8,38.9,75.05,56.6
4,20,14,70.0,27.61,69.75,38.0,85.2,93.4,66.5,71.4
4,20,14,70.0,26.49,72.25,73.0,59.6,67.7,82.3,73.4
4,20,11,55.0,45.25,55.0,71.0,47.8,38.6,65.4,57.0
4,20,13,65.0,29.97,64.5,81.0,55.8,47.8,84.7,67.2
4,20,14,70.0,35.27,70.5,63.0,71.0,67.7,77.15,72.0
4,20,13,65.0,38.76,62.75,34.0,77.2,76.9,60.65,65.8
4,20,13,65.0,29.64,65.25,55.0,79.0,81.6,66.5,67.8
4,20,12,60.0,43.45,59.0,80.0,40.6,49.5,60.6,60.2
4,20,10,50.0,45.17,48.5,43.0,38.8,40.0,56.75,48.8
4,20,15,75.0,25.14,75.25,29.0,83.6,81.8,84.15,75.8
4,20,12,60.0,33.12,57.5,52.0,47.2,63.9,59.75,59.0
4,20,16,80.0,32.12,77.5,74.0,80.4,85.3,76.25,77.6
4,20,12,60.0,43.22,59.5,72.0,59.4,40.1,74.4,60.6
4,20,13,65.0,33.42,63.5,55.0,61.2,58.0,73.55,66.4
4,20,16,80.0,31.23,79.5,92.0,77.2,88.1,75.55,79.2
4,20,14,70.0,37.94,71.25,56.0,70.0,74.0,69.3,72.6
4,20,15,75.0,26.04,73.25,58.0,66.4,73.4,81.8,74.2
4,20,16,80.0,23.9,78.0,69.0,75.2,81.1,85.1,78.0
4,20,15,75.0,36.02,75.5,55.0,73.6,81.8,70.75,76.0
4,20,14,70.0,38.61,69.75,62.0,88.4,83.8,64.1,71.4
4,20,11,55.0,41.46,56.75,33.0,59.6,62.8,57.65,58.4
4,20,15,75.0,34.04,73.25,64.0,69.0,90.9,62.4,74.2
4,20,15,75.0,35.46,76.75,57.0,82.8,97.9,62.4,77.0
4,20,17,85.0,32.09,84.25,93.0,89.4,88.6,81.9,85.4
4,20,16,80.0,30.89,80.25,74.0,74.0,71.3,89.85,82.2
4,20,16,80.0,33.32,81.5,90.0,68.4,79.0,79.5,83.2
4,20,14,70.0,34.94,71.25,72.0,63.0,58.3,83.2,72.6
4,20,15,75.0,27.46,76.75,76.0,76.4,73.2,85.5,77.0
4,20,17,85.0,21.2,84.0,84.0,80.8,91.5,87.15,85.2
4,20,16,80.0,35.01,77.75,73.0,67.0,71.3,80.05,77.8
4,20,12,60.0,39.44,61.25,55.0,59.4,69.4,58.5,62.0
4,20,12,60.0,43.0,60.0,49.0,75.2,58.7,65.7,61.0
4,20,15,75.0,33.81,73.75,60.0,89.0,84.5,74.0,74.6
4,20,16,80.0,31.11,79.75,66.0,82.0,82.4,82.8,79.4
4,20,13,65.0,32.52,65.5,68.0,62.2,82.1,57.3,68.0
4,20,12,60.0,36.01,57.75,55.0,56.4,47.9,71.3,59.2
4,20,11,55.0,42.25,55.0,56.0,38.6,50.0,58.35,57.0
4,20,14,70.0,35.5,70.0,73.0,69.0,69.0,74.4,71.6
4,20,14,70.0,28.06,68.75,79.0,61.2,58.8,84.15,70.6
4,20,16,80.0,30.77,80.5,38.0,100.0,95.2,79.9,82.4
4,20,17,85.0,27.85,87.0,77.0,93.8,95.1,86.85,87.6
4,20,11,55.0,41.69,56.25,27.0,57.6,62.1,57.1,58.0
4,20,16,80.0,23.23,79.5,65.0,74.8,69.1,97.0,79.2
4,20,12,60.0,39.21,61.75,79.0,57.6,65.0,61.35,62.4
4,20,14,70.0,27.16,70.75,50.0,69.6,87.4,68.0,72.2
4,20,13,65.0,33.31,63.75,59.0,68.4,67.0,68.65,66.6
4,20,13,65.0,29.75,65.0,33.0,81.0,86.4,63.7,67.6
4,20,13,65.0,29.64,65.25,66.0,57.6,59.5,77.65,67.8
4,20,17,85.0,29.76,82.75,79.0,75.4,81.1,86.15,84.2
4,20,13,65.0,33.31,63.75,55.0,55.4,83.9,51.75,66.6
4,20,15,75.0,33.7,74.0,65.0,72.4,60.9,88.3,74.8
4,20,15,75.0,33.14,75.25,76.0,77.4,85.1,72.0,75.8
4,20,14,70.0,28.29,68.25,85.0,63.6,47.8,92.55,70.2
4,20,12,60.0,33.12,57.5,27.0,64.8,78.6,53.95,59.0
4,20,13,65.0,40.52,65.5,81.0,43.0,65.4,58.7,68.0
4,20,15,75.0,36.81,73.75,70.0,81.8,88.6,64.35,74.6
4,20,15,75.0,25.81,73.75,76.0,70.2,64.9,89.7,74.6
4,20,15,75.0,36.36,74.75,67.0,77.6,77.7,73.5,75.4
4,20,17,85.0,32.76,82.75,77.0,79.4,83.8,81.2,84.2
4,20,12,60.0,38.99,62.25,48.0,74.6,71.5,62.9,62.8
4,20,16,80.0,24.99,82.25,74.0,78.8,88.8,82.4,83.8
4,20,14,70.0,34.38,72.5,61.0,84.0,90.7,65.7,73.6
4,20,14,70.0,34.71,71.75,47.0,65.0,61.5,82.95,73.0
4,20,15,75.0,35.46,76.75,56.0,89.8,78.5,79.8,77.0
4,20,15,75.0,33.14,75.25,99.0,57.2,67.0,79.85,75.8
4,20,13,65.0,36.74,67.25,53.0,76.2,64.6,76.4,69.4
4,20,15,75.0,36.02,75.5,75.0,74.2,74.5,75.95,76.0
4,20,10,50.0,35.38,52.5,59.0,32.2,40.7,65.95,55.0
4,20,14,70.0,36.62,67.5,76.0,47.4,49.0,80.25,69.6
4,20,17,85.0,28.75,85.0,64.0,85.6,83.2,91.4,86.0
4,20,12,60.0,40.79,58.25,45.0,58.0,63.9,58.2,59.6
4,20,14,70.0,30.84,69.25,70.0,65.2,71.0,72.7,71.0
4,20,14,70.0,28.29,68.25,52.0,66.6,66.5,79.8,70.2
4,20,12,60.0,34.44,61.25,87.0,54.2,53.5,70.45,62.0
4,20,17,85.0,29.76,82.75,76.0,80.2,85.2,84.35,84.2
4,20,13,65.0,29.97,64.5,59.0,71.8,83.2,61.9,67.2
4,20,16,80.0,24.12,77.5,49.0,82.6,81.8,86.6,77.6
4,20,14,70.0,29.82,71.5,83.0,66.0,79.4,69.25,72.8
4,20,15,75.0,32.69,76.25,90.0,63.4,68.8,82.05,72.2
4,20,13,65.0,41.82,62.62,57.0,60.4,63.75,61.33,70.4
4,20,12,60.0,44.01,57.75,54.0,61.4,67.4,51.25,57.0
4,20,12,60.0,39.33,61.5,58.0,63.6,66.5,62.25,73.2
4,20,15,75.0,32.46,76.75,91.0,61.2,73.3,78.6,77.0
4,20,16,80.0,23.45,79.0,57.0,86.4,97.9,76.9,78.8
4,20,13,65.0,29.75,65.0,79.0,65.4,65.6,74.1,67.6
4,20,14,70.0,34.94,71.25,31.0,77.4,83.6,68.7,72.6
4,20,16,80.0,31.23,79.5,62.0,81.2,82.2,82.5,79.2
4,20,16,80.0,22.66,80.75,79.0,82.6,92.0,82.4,82.6
4,20,16,80.0,30.21,81.75,95.0,81.0,77.7,88.25,83.4
4,20,14,70.0,37.38,72.5,39.0,75.8,82.2,67.0,73.6
4,20,14,70.0,29.38,72.5,51.0,65.6,65.0,83.35,73.6
4,20,16,80.0,26.0,80.0,87.0,73.0,68.7,92.75,82.0
4,20,15,75.0,37.15,73.0,59.0,74.4,73.6,73.45,74.0
4,20,14,70.0,34.6,72.0,49.0,82.0,95.2,61.25,73.2
4,20,14,70.0,36.4,68.0,72.0,59.2,68.3,69.15,70.0
4,20,19,95.0,24.59,94.25,100.0,91.4,95.3,96.4,93.4
4,20,14,70.0,37.82,71.5,67.0,73.4,76.1,68.55,72.8
4,20,16,80.0,26.67,78.5,48.0,95.6,93.1,78.85,78.4
4,20,12,60.0,40.56,58.75,59.0,59.6,67.6,55.95,60.0
4,20,15,75.0,37.04,73.25,93.0,57.6,59.3,79.2,74.2
4,20,14,70.0,26.38,72.5,61.0,69.6,93.0,65.85,73.6
4,20,10,50.0,36.27,50.5,65.0,34.4,35.7,67.2,53.4
4,20,13,65.0,36.96,66.75,57.0,57.6,72.5,64.0,69.0
4,20,14,70.0,28.62,67.5,90.0,54.6,44.5,91.3,69.6
4,20,16,80.0,30.44,81.25,58.0,83.2,78.9,88.55,83.0
4,20,15,75.0,37.15,73.0,70.0,73.4,78.7,68.7,74.0
4,20,16,80.0,23.56,78.75,49.0,84.6,93.7,79.65,78.6
4,20,11,55.0,43.26,52.75,29.0,45.4,50.3,57.55,55.2
4,20,13,65.0,36.85,67.0,75.0,73.6,57.1,80.4,69.2
4,20,11,55.0,45.59,54.25,31.0,61.6,70.8,44.05,56.4
4,20,14,70.0,36.17,68.5,27.0,88.4,92.8,60.35,70.4
4,20,15,75.0,25.81,73.75,74.0,74.8,78.2,80.5,74.6
4,20,16,80.0,31.45,79.0,64.0,86.4,95.8,72.3,78.8
4,20,14,70.0,38.16,70.75,52.0,70.8,85.9,59.45,72.2
4,20,12,60.0,40.9,58.0,70.0,29.4,46.1,63.0,59.4
4,20,11,55.0,33.69,56.25,37.0,50.8,47.2,72.65,58.0
4,20,14,70.0,27.39,70.25,51.0,82.4,92.2,66.95,71.8
4,20,15,75.0,32.46,76.75,50.0,81.2,84.2,77.1,77.0
4,20,13,65.0,28.74,67.25,69.0,69.8,61.2,82.7,69.4
4,20,12,60.0,42.1,62.0,44.0,73.4,66.5,62.3,62.6
4,20,16,80.0,24.01,77.75,55.0,85.4,86.7,83.65,77.8
4,20,16,80.0,24.01,77.75,71.0,68.2,60.8,98.8,77.8
4,20,17,85.0,21.2,84.0,72.0,89.6,91.9,89.75,85.2
4,20,14,70.0,29.94,71.25,60.0,63.2,76.2,71.5,72.6
4,20,14,70.0,30.05,71.0,89.0,60.6,64.9,78.25,72.4
4,20,13,65.0,29.75,65.0,62.0,74.0,68.5,74.85,67.6
4,20,13,65.0,30.31,63.75,78.0,65.0,73.2,66.05,66.6
4,20,18,90.0,17.6,92.0,100.0,82.4,83.2,100.0,91.6
4,20,12,60.0,32.45,59.0,59.0,47.4,54.1,69.65,60.2
4,20,9,45.0,38.64,45.25,32.0,40.0,40.2,58.3,46.2
4,20,15,75.0,36.02,75.5,83.0,83.4,70.3,81.55,76.0
4,20,14,70.0,39.17,68.5,59.0,59.2,76.2,60.15,70.4
4,20,14,70.0,38.84,69.25,84.0,62.6,61.1,73.3,71.0
4,20,11,55.0,34.81,53.75,50.0,55.4,49.6,67.65,56.0
4,20,15,75.0,26.15,73.0,53.0,80.2,85.5,75.85,74.0
4,20,12,60.0,39.55,61.0,58.0,49.4,38.3,79.9,61.8
4,20,14,70.0,34.94,71.25,45.0,78.0,76.4,74.05,72.6
4,20,14,70.0,28.62,67.5,51.0,70.6,56.1,88.05,69.6
4,20,16,80.0,23.45,79.0,70.0,72.8,80.4,86.5,78.8
4,20,13,65.0,37.3,66.0,64.0,65.2,70.6,66.2,68.4
4,20,14,70.0,28.4,68.0,56.0,75.6,71.0,78.2,70.0
4,20,16,80.0,27.01,77.75,75.0,71.0,74.5,84.55,77.8
4,20,18,90.0,30.62,87.5,100.0,90.2,88.1,87.3,88.0
4,20,14,70.0,38.72,69.5,93.0,56.0,54.3,76.9,71.2
4,20,13,65.0,37.75,65.0,63.0,46.0,51.8,74.25,67.6
4,20,10,50.0,43.83,51.5,34.0,35.0,51.7,51.4,54.2
4,20,14,70.0,35.39,70.25,84.0,56.4,71.2,69.1,71.8
4,20,12,60.0,34.89,60.25,68.0,58.0,67.9,59.25,61.2
4,20,14,70.0,35.27,70.5,77.0,66.2,65.4,77.1,72.0
4,20,14,70.0,35.61,69.75,65.0,72.4,72.8,72.25,71.4
4,20,12,60.0,39.44,61.25,58.0,57.8,61.2,64.45,60.4
4,20,16,80.0,30.1,82.0,89.0,79.4,79.3,87.15,83.6
4,20,14,70.0,34.88,71.38,62.0,73.2,66.55,80.08,72.0
4,20,12,60.0,30.99,62.25,69.0,59.8,55.9,76.35,62.8
4,20,13,65.0,36.96,66.75,69.0,73.2,62.3,76.0,69.0
4,20,13,65.0,36.74,67.25,92.0,67.6,56.8,78.7,69.4
4,20,14,70.0,26.94,71.25,57.0,77.4,82.6,74.5,72.6
4,20,14,70.0,35.72,69.5,95.0,51.0,61.7,73.55,71.2
4,20,13,65.0,36.96,66.75,52.0,71.2,55.3,81.65,69.0
4,20,12,60.0,39.33,61.5,49.0,79.8,68.1,65.85,62.2
4,20,15,75.0,33.14,75.25,90.0,61.6,64.7,83.25,75.8
4,20,12,60.0,41.99,62.25,72.0,62.6,71.6,54.55,62.8
4,20,12,60.0,33.12,57.5,45.0,50.6,49.0,72.8,59.0
4,20,15,75.0,33.92,73.5,67.0,84.8,89.5,68.2,74.4
4,20,11,55.0,44.46,56.75,30.0,54.6,75.1,42.6,58.4
4,20,11,55.0,41.35,57.0,54.0,63.8,71.5,51.5,58.6
4,20,14,70.0,27.61,69.75,80.0,56.2,60.9,82.6,71.4
4,20,15,75.0,35.57,76.5,65.0,82.6,86.0,71.1,76.8
4,20,16,80.0,26.34,79.25,70.0,84.2,78.1,87.9,79.0
4,20,16,80.0,31.67,78.5,46.0,100.0,90.4,80.3,78.4
4,20,15,75.0,33.14,75.25,75.0,77.4,70.1,83.95,75.8
4,20,12,60.0,40.79,58.25,64.0,56.8,52.3,66.35,59.6
4,20,16,80.0,30.89,80.25,88.0,65.2,68.6,89.0,82.2
4,20,15,75.0,24.91,75.75,64.0,85.8,77.9,87.3,76.2
4,20,13,65.0,36.96,66.75,49.0,69.6,91.4,52.65,69.0
4,20,15,75.0,32.69,76.25,95.0,69.6,85.6,70.25,76.6
4,20,15,75.0,33.02,75.5,67.0,80.0,80.2,77.35,76.0
4,20,10,50.0,43.94,51.25,65.0,47.0,55.2,50.4,54.0
4,20,17,85.0,28.52,85.5,73.0,86.2,81.5,93.35,86.4
4,20,15,75.0,33.48,74.5,80.0,79.2,79.1,75.95,75.2
4,20,14,70.0,37.38,72.5,34.0,90.0,85.8,68.3,73.6
4,20,14,70.0,28.62,67.5,37.0,63.2,56.5,86.2,69.6
4,20,15,75.0,34.04,73.25,65.0,72.8,63.1,85.5,74.2
4,20,14,70.0,27.61,69.75,31.0,74.0,81.8,72.85,71.4
4,20,12,60.0,40.22,59.5,66.0,58.2,70.0,54.55,60.6
4,20,16,80.0,25.21,81.75,81.0,96.4,86.5,88.1,83.4
4,20,13,65.0,40.19,66.25,56.0,77.0,80.6,58.25,68.6
4,20,9,45.0,46.3,46.0,32.0,54.4,42.2,55.9,46.8
4,20,12,60.0,31.89,60.25,42.0,70.2,75.9,61.3,61.2
4,20,16,80.0,23.67,78.5,100.0,84.4,85.9,83.45,78.4
4,20,16,80.0,22.55,81.0,58.0,85.6,97.2,80.3,82.8
4,20,14,70.0,28.62,67.5,58.0,57.4,63.9,77.9,75.0
4,20,17,85.0,29.54,83.25,51.0,100.0,94.6,84.15,84.6
4,20,15,75.0,35.69,76.25,68.0,69.4,79.4,72.15,66.2
4,20,13,65.0,30.76,62.75,58.0,70.4,74.8,65.5,70.6
4,20,16,80.0,29.99,82.25,74.0,86.2,89.2,82.15,83.8
4,20,12,60.0,32.22,59.5,33.0,46.6,46.1,77.55,60.6
4,20,14,70.0,35.39,70.25,60.0,79.6,84.8,65.7,71.8
4,20,16,80.0,31.79,78.25,85.0,62.8,63.8,89.15,78.2
4,20,12,60.0,40.11,59.75,54.0,54.8,63.7,59.45,60.8
4,20,16,80.0,22.66,80.75,89.0,80.2,80.6,90.4,82.6
4,20,13,65.0,30.31,63.75,66.0,63.4,47.4,86.55,66.6
4,20,17,85.0,28.3,86.0,68.0,90.4,89.8,88.9,86.8
4,20,14,70.0,34.38,72.5,62.0,79.2,75.3,76.55,73.6
4,20,12,60.0,43.11,59.75,72.0,62.2,53.6,64.85,60.8
4,20,12,60.0,35.0,60.0,27.0,75.2,75.5,59.2,61.0
4,20,13,65.0,29.64,65.25,60.0,51.8,69.9,68.0,67.8
4,20,13,65.0,29.64,65.25,81.0,64.8,70.0,70.75,67.8
4,20,8,40.0,43.77,40.5,55.0,42.0,22.7,60.5,42.4
4,20,15,75.0,25.02,75.5,61.0,67.2,67.8,89.85,76.0
4,20,12,60.0,43.45,59.0,39.0,56.8,64.1,55.1,60.2
4,20,13,65.0,41.31,63.75,54.0,63.8,62.6,65.05,66.6
4,20,12,60.0,32.22,59.5,49.0,57.4,62.1,67.25,60.6
4,20,15,75.0,33.48,74.5,51.0,79.2,77.6,78.25,75.2
4,20,16,80.0,30.77,80.5,71.0,75.2,81.8,82.35,82.4
4,20,17,85.0,32.54,83.25,90.0,82.0,87.9,78.95,84.6
4,20,14,70.0,26.71,71.75,72.0,70.2,75.6,78.25,73.0
4,20,14,70.0,34.6,72.0,48.0,71.2,73.0,75.9,73.2
4,20,10,50.0,39.72,49.5,27.0,65.2,72.1,42.8,49.6
4,20,12,60.0,34.21,61.75,59.0,74.4,65.2,68.65,62.4
4,20,14,70.0,37.71,71.75,55.0,85.8,80.9,69.05,73.0
4,20,16,80.0,23.11,79.75,73.0,70.2,71.3,94.05,79.4
4,20,11,55.0,45.14,55.25,71.0,66.2,65.9,49.25,57.2
4,20,16,80.0,23.79,78.25,64.0,90.4,91.9,81.35,78.2
4,20,16,80.0,34.11,79.75,67.0,90.0,93.1,72.5,79.4
4,20,12,60.0,42.77,60.5,57.0,52.6,49.2,67.4,61.4
4,20,14,70.0,27.84,69.25,64.0,75.2,65.3,84.25,71.0
4,20,13,65.0,29.86,64.75,77.0,53.0,56.5,77.55,67.4
4,20,11,55.0,33.91,55.75,64.0,54.6,45.0,73.65,57.6
4,20,12,60.0,41.99,62.25,34.0,78.0,84.2,50.3,62.8
4,20,15,75.0,32.35,77.0,93.0,62.4,78.9,74.8,77.2
4,20,14,70.0,35.5,70.0,62.0,82.0,68.5,78.85,71.6
4,20,14,70.0,35.16,70.75,73.0,55.8,66.2,74.1,72.2
4,20,11,55.0,41.58,56.5,27.0,56.8,64.7,55.2,58.2
4,20,15,75.0,35.35,77.0,64.0,86.0,93.7,66.75,77.2
4,20,13,65.0,28.96,66.75,68.0,49.4,62.6,75.15,69.0
4,20,13,65.0,40.97,64.5,70.0,53.0,56.6,67.35,67.2
4,20,17,85.0,19.85,87.0,71.0,94.8,90.2,97.25,87.6
4,20,18,90.0,27.06,88.75,72.0,98.4,96.1,90.25,89.0
4,20,16,80.0,22.21,81.75,54.0,94.4,96.1,84.95,83.4
4,20,15,75.0,28.02,75.5,58.0,86.0,83.5,78.75,76.0
4,20,15,75.0,33.48,74.5,79.0,71.6,74.9,77.2,75.2
4,20,12,60.0,38.99,62.25,36.0,72.4,69.1,64.65,62.8
4,20,16,80.0,30.32,81.5,91.0,69.8,80.2,82.9,83.2
4,20,12,60.0,39.55,61.0,97.0,33.4,45.4,68.3,61.8
4,20,16,80.0,23.9,78.0,27.0,92.8,95.8,79.95,78.0
4,20,14,70.0,35.05,71.0,31.0,79.8,88.3,65.25,72.4
4,20,12,60.0,32.22,59.5,64.0,49.0,67.3,60.2,60.6
4,20,16,80.0,31.67,78.5,76.0,71.0,75.1,83.2,78.4
4,20,12,60.0,44.01,57.75,53.0,62.2,58.6,58.5,59.2
4,20,14,70.0,37.82,71.5,27.0,89.8,86.0,66.8,72.8
4,20,15,75.0,28.48,74.5,79.0,80.2,69.3,86.05,75.2
4,20,15,75.0,33.7,74.0,62.0,65.4,71.3,78.2,74.8
4,20,15,75.0,26.26,72.75,62.0,78.4,76.2,82.0,73.8
4,20,16,80.0,31.9,78.0,63.0,76.8,90.2,72.55,78.0
4,20,11,55.0,33.58,56.5,87.0,38.8,34.7,77.7,58.2
4,20,11,55.0,42.14,55.25,49.0,36.4,53.2,55.85,57.2
4,20,12,60.0,31.44,61.25,28.0,67.8,81.4,58.35,62.0
4,20,12,60.0,38.99,62.25,58.0,79.6,82.6,55.1,62.8
4,20,14,70.0,39.29,68.25,60.0,57.8,60.5,71.8,70.2
4,20,13,65.0,38.42,63.5,72.0,75.8,68.3,66.8,66.4
4,20,13,65.0,37.3,66.0,48.0,66.6,76.9,62.2,68.4
4,20,15,75.0,35.35,77.0,83.0,60.0,65.0,81.55,77.2
4,20,15,75.0,36.25,75.0,70.0,77.2,72.3,77.95,75.6
4,20,12,60.0,43.79,58.25,48.0,58.2,60.3,57.0,59.6
4,20,15,75.0,32.46,76.75,57.0,89.6,92.8,72.35,77.0
4,20,12,60.0,31.89,60.25,58.0,65.0,49.5,80.2,61.2
4,20,14,70.0,35.84,69.25,93.0,61.0,57.9,79.05,71.0
4,20,13,65.0,40.64,65.25,67.0,71.8,80.0,55.3,67.8
4,20,16,80.0,26.0,80.0,84.0,79.6,80.8,85.1,82.0
4,20,13,65.0,36.85,67.0,66.0,75.0,74.9,67.0,69.2
4,20,12,60.0,42.77,60.5,70.0,36.8,56.3,56.85,61.4
4,20,13,65.0,38.65,63.0,57.0,54.2,57.8,68.9,66.0
4,20,13,65.0,36.85,67.0,46.0,80.4,87.9,58.95,69.2
4,20,14,70.0,35.61,69.75,49.0,76.6,82.1,66.65,71.4
4,20,15,75.0,32.91,75.75,76.0,70.8,72.8,80.7,76.2
4,20,16,80.0,23.9,78.0,71.0,80.0,82.0,85.65,78.0
4,20,15,75.0,29.04,73.25,59.0,84.4,90.2,69.45,74.2
4,20,14,70.0,35.05,71.0,68.0,77.4,68.8,78.65,72.4
4,20,16,80.0,22.77,80.5,96.0,63.0,63.9,98.2,82.4
4,20,9,45.0,41.64,45.25,59.0,50.4,51.5,47.2,46.2
4,20,14,70.0,27.16,70.75,37.0,76.0,79.7,76.4,72.2
4,20,10,50.0,36.39,50.25,51.0,41.4,45.4,61.6,53.2
4,20,12,60.0,42.1,62.0,58.0,51.8,59.8,61.05,62.6
4,20,13,65.0,29.75,65.0,39.0,70.0,76.7,68.1,67.6
4,20,15,75.0,28.14,75.25,69.0,82.2,83.6,76.8,75.8
4,20,16,80.0,31.67,78.5,76.0,66.2,60.0,93.85,78.4
4,20,12,60.0,31.1,62.0,28.0,63.2,69.6,67.6,62.6
4,20,12,60.0,34.44,61.25,73.0,55.8,53.1,71.75,62.0
4,20,12,60.0,35.11,59.75,86.0,57.4,53.0,69.45,60.8
4,20,13,65.0,38.09,64.25,47.0,79.2,61.4,75.35,67.0
4,20,14,70.0,34.49,72.25,88.0,63.2,69.0,75.7,73.4
4,20,17,85.0,27.85,87.0,60.0,97.2,95.1,88.45,87.6
4,20,15,75.0,37.26,72.75,56.0,67.4,76.9,68.6,73.8
4,20,12,60.0,31.44,61.25,36.0,68.2,73.6,64.35,62.0
4,20,14,70.0,28.51,67.75,60.0,80.0,88.3,65.15,69.8
4,20,13,65.0,41.54,63.25,43.0,63.6,76.5,53.6,66.2
4,20,13,65.0,30.31,63.75,42.0,66.6,74.3,67.0,66.6
4,20,12,60.0,38.99,62.25,59.0,57.4,55.6,70.3,62.8
4,20,11,55.0,42.14,55.25,43.0,56.4,48.5,65.4,57.2
4,20,14,70.0,39.29,68.25,53.0,67.2,68.3,68.5,70.2
4,20,15,75.0,25.02,75.5,58.0,82.4,93.0,74.2,76.0
4,20,14,70.0,39.17,68.5,37.0,88.6,82.0,64.6,70.4
4,20,14,70.0,27.05,71.0,86.0,71.8,60.8,88.75,72.4
4,20,14,70.0,34.6,72.0,56.0,69.0,73.1,74.9,73.2
4,20,12,60.0,38.99,62.25,73.0,46.6,62.9,60.95,62.8
4,20,16,80.0,30.77,80.5,86.0,73.4,65.9,93.9,82.4
4,20,16,80.0,32.12,77.5,83.0,61.6,67.8,84.55,77.6
4,20,13,65.0,38.2,64.0,68.0,61.2,81.9,52.85,66.8
4,20,14,70.0,37.38,72.5,77.0,68.4,67.0,75.55,73.6
4,20,14,70.0,39.17,68.5,63.0,77.6,69.7,70.3,70.4
4,20,15,75.0,25.59,74.25,94.0,76.2,69.2,88.05,75.0
4,20,16,80.0,31.45,79.0,67.0,85.6,95.5,72.2,78.8
4,20,15,75.0,36.92,73.5,59.0,72.6,93.4,58.0,74.4
4,20,17,85.0,20.52,85.5,92.0,89.6,89.4,93.3,86.4
4,20,15,75.0,27.46,76.75,48.0,90.2,89.1,77.8,77.0
4,20,14,70.0,35.95,69.0,47.0,89.6,86.5,65.7,70.8
4,20,13,65.0,30.42,63.5,83.0,52.4,59.6,72.75,66.4
4,20,17,85.0,24.2,84.0,74.0,82.0,81.7,91.65,85.2
4,20,16,80.0,31.9,78.0,65.0,91.6,90.4,76.45,78.0
4,20,11,55.0,33.58,56.5,53.0,60.8,47.1,75.3,58.2
4,20,13,65.0,37.19,66.25,63.0,54.2,58.2,73.4,68.6
4,20,10,50.0,46.94,51.25,32.0,45.0,47.9,52.9,54.0
4,20,16,80.0,27.12,77.5,59.0,81.2,94.3,71.9,77.6
4,20,13,65.0,38.76,62.75,64.0,74.2,69.3,64.7,65.8
4,20,12,60.0,40.0,60.0,27.0,64.2,69.3,59.05,61.0
4,20,13,65.0,29.86,64.75,61.0,57.6,62.1,75.0,67.4
4,20,14,70.0,34.82,71.5,63.0,76.4,82.7,68.3,72.8
4,20,15,75.0,29.04,73.25,100.0,67.6,76.9,73.75,74.2
4,20,14,70.0,36.4,68.0,69.0,67.8,68.7,71.35,70.0
4,20,13,65.0,37.41,65.75,27.0,69.0,81.1,59.95,68.2
4,20,14,70.0,27.95,69.0,78.0,77.4,70.2,80.05,70.8
4,20,15,75.0,34.04,73.25,54.0,79.2,80.3,74.05,74.2
4,20,16,80.0,26.67,78.5,39.0,91.2,99.1,73.2,78.4
4,20,15,75.0,24.69,76.25,81.0,61.2,68.9,87.7,76.6
4,20,15,75.0,33.02,75.5,65.0,86.0,83.1,76.8,76.0
4,20,15,75.0,28.7,74.0,80.0,66.6,65.0,84.85,74.8
